category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
WikiPathways	WP2431	7	115	9606	9606.ENSP00000229135,9606.ENSP00000239938,9606.ENSP00000266970,9606.ENSP00000339527,9606.ENSP00000378699,9606.ENSP00000398698,9606.ENSP00000410481	IFNG,EGR1,CDK2,FOXO3,CDK1,TNF,LTB	2.12e-05	0.0015	Spinal cord injury
WikiPathways	WP5198	5	43	9606	9606.ENSP00000229135,9606.ENSP00000338010,9606.ENSP00000351255,9606.ENSP00000368632,9606.ENSP00000398698	IFNG,IL21R,STAT4,GATA3,TNF	1.9e-05	0.0015	Inflammatory bowel disease signaling
WikiPathways	WP254	6	83	9606	9606.ENSP00000258149,9606.ENSP00000263464,9606.ENSP00000275015,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000410402	MDM2,BIRC3,NFKBIE,PRF1,TNF,MAP2K4	3.39e-05	0.002	Apoptosis
WikiPathways	WP4806	6	83	9606	9606.ENSP00000246792,9606.ENSP00000256196,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000269571,9606.ENSP00000339527	RRAS,RRAS2,PIK3R3,GAB1,ERBB2,FOXO3	3.39e-05	0.002	EGFR tyrosine kinase inhibitor resistance
WikiPathways	WP2328	6	88	9606	9606.ENSP00000229135,9606.ENSP00000324890,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000399168,9606.ENSP00000497102	IFNG,CD28,PRF1,TNF,HLA-B,CTLA4	4.62e-05	0.0023	Allograft rejection
WikiPathways	WP236	7	130	9606	9606.ENSP00000242480,9606.ENSP00000268712,9606.ENSP00000322898,9606.ENSP00000363689,9606.ENSP00000368632,9606.ENSP00000398698,9606.ENSP00000448665	EGR2,NCOR1,EBF1,ID3,GATA3,TNF,DDIT3	4.47e-05	0.0023	Adipogenesis
WikiPathways	WP3932	10	301	9606	9606.ENSP00000258149,9606.ENSP00000264110,9606.ENSP00000307272,9606.ENSP00000321797,9606.ENSP00000324856,9606.ENSP00000339527,9606.ENSP00000371790,9606.ENSP00000432511,9606.ENSP00000451506,9606.ENSP00000457991	MDM2,ATF2,RPTOR,FGF8,STK11,FOXO3,FGF9,JAK3,TCL1A,PHLPP2	5.79e-05	0.0027	Focal adhesion: PI3K-Akt-mTOR-signaling pathway
WikiPathways	WP3651	5	65	9606	9606.ENSP00000268712,9606.ENSP00000269571,9606.ENSP00000279873,9606.ENSP00000339527,9606.ENSP00000372023	NCOR1,ERBB2,ARID5B,FOXO3,CHEK2	0.00012	0.0042	Pathways affected in adenoid cystic carcinoma
WikiPathways	WP3863	5	62	9606	9606.ENSP00000229135,9606.ENSP00000246792,9606.ENSP00000324890,9606.ENSP00000398698,9606.ENSP00000497102	IFNG,RRAS,CD28,TNF,CTLA4	9.67e-05	0.0042	T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection
WikiPathways	WP4149	4	32	9606	9606.ENSP00000242480,9606.ENSP00000322898,9606.ENSP00000368632,9606.ENSP00000448665	EGR2,EBF1,GATA3,DDIT3	0.00011	0.0042	White fat cell differentiation
WikiPathways	WP4666	7	150	9606	9606.ENSP00000242480,9606.ENSP00000262741,9606.ENSP00000264110,9606.ENSP00000351255,9606.ENSP00000398698,9606.ENSP00000410402,9606.ENSP00000432511	EGR2,PIK3R3,ATF2,STAT4,TNF,MAP2K4,JAK3	0.00011	0.0042	Hepatitis B infection
WikiPathways	WP51	7	149	9606	9606.ENSP00000246792,9606.ENSP00000256196,9606.ENSP00000262741,9606.ENSP00000275364,9606.ENSP00000321797,9606.ENSP00000338934,9606.ENSP00000371790	RRAS,RRAS2,PIK3R3,GNA12,FGF8,EZR,FGF9	0.0001	0.0042	Regulation of actin cytoskeleton
WikiPathways	WP707	5	69	9606	9606.ENSP00000258149,9606.ENSP00000266970,9606.ENSP00000268058,9606.ENSP00000372023,9606.ENSP00000378699	MDM2,CDK2,PML,CHEK2,CDK1	0.00016	0.0053	DNA damage response
WikiPathways	WP1530	5	71	9606	9606.ENSP00000258149,9606.ENSP00000266970,9606.ENSP00000268058,9606.ENSP00000372023,9606.ENSP00000378699	MDM2,CDK2,PML,CHEK2,CDK1	0.00018	0.0054	miRNA regulation of DNA damage response
WikiPathways	WP4211	3	13	9606	9606.ENSP00000242480,9606.ENSP00000368632,9606.ENSP00000448665	EGR2,GATA3,DDIT3	0.00017	0.0054	Transcriptional cascade regulating adipogenesis
WikiPathways	WP4484	3	13	9606	9606.ENSP00000229135,9606.ENSP00000324890,9606.ENSP00000497102	IFNG,CD28,CTLA4	0.00017	0.0054	Control of immune tolerance by vasoactive intestinal peptide
WikiPathways	WP4582	3	14	9606	9606.ENSP00000262741,9606.ENSP00000324890,9606.ENSP00000497102	PIK3R3,CD28,CTLA4	0.0002	0.0054	Cancer immunotherapy by CTLA4 blockade
WikiPathways	WP4674	5	72	9606	9606.ENSP00000262995,9606.ENSP00000269571,9606.ENSP00000307272,9606.ENSP00000324856,9606.ENSP00000406229	GAB1,ERBB2,RPTOR,STK11,FAT1	0.00019	0.0054	Head and neck squamous cell carcinoma
WikiPathways	WP5322	6	114	9606	9606.ENSP00000258149,9606.ENSP00000332353,9606.ENSP00000369129,9606.ENSP00000372023,9606.ENSP00000378699,9606.ENSP00000398698	MDM2,PTCH1,DSP,CHEK2,CDK1,TNF	0.00018	0.0054	CKAP4 signaling pathway map
WikiPathways	WP2873	4	45	9606	9606.ENSP00000229135,9606.ENSP00000252818,9606.ENSP00000279146,9606.ENSP00000398698	IFNG,JUND,AIP,TNF	0.00035	0.0092	Aryl hydrocarbon receptor pathway
WikiPathways	WP366	6	132	9606	9606.ENSP00000252818,9606.ENSP00000264110,9606.ENSP00000268058,9606.ENSP00000378699,9606.ENSP00000410402,9606.ENSP00000478927	JUND,ATF2,PML,CDK1,MAP2K4,YAP1	0.00038	0.0092	TGF-beta signaling pathway
WikiPathways	WP3878	4	45	9606	9606.ENSP00000264110,9606.ENSP00000324856,9606.ENSP00000372023,9606.ENSP00000378699	ATF2,STK11,CHEK2,CDK1	0.00035	0.0092	ATM signaling in development and disease 
WikiPathways	WP4566	4	45	9606	9606.ENSP00000262741,9606.ENSP00000307272,9606.ENSP00000362608,9606.ENSP00000410402	PIK3R3,RPTOR,PIM1,MAP2K4	0.00035	0.0092	Translation inhibitors in chronically activated PDGFRA cells
WikiPathways	WP5174	3	18	9606	9606.ENSP00000229135,9606.ENSP00000368632,9606.ENSP00000398698	IFNG,GATA3,TNF	0.00038	0.0092	Ulcerative colitis signaling
WikiPathways	WP2446	5	87	9606	9606.ENSP00000258149,9606.ENSP00000260947,9606.ENSP00000266970,9606.ENSP00000378699,9606.ENSP00000411532	MDM2,BARD1,CDK2,CDK1,TOP2A	0.00043	0.0096	Retinoblastoma gene in cancer
WikiPathways	WP673	5	89	9606	9606.ENSP00000258149,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000269571,9606.ENSP00000410402	MDM2,PIK3R3,GAB1,ERBB2,MAP2K4	0.00047	0.0103	ErbB signaling pathway
WikiPathways	WP3611	4	50	9606	9606.ENSP00000229135,9606.ENSP00000264110,9606.ENSP00000398698,9606.ENSP00000410402	IFNG,ATF2,TNF,MAP2K4	0.00051	0.0108	Photodynamic therapy-induced AP-1 survival signaling
WikiPathways	WP4754	8	271	9606	9606.ENSP00000229135,9606.ENSP00000263464,9606.ENSP00000275015,9606.ENSP00000307272,9606.ENSP00000365858,9606.ENSP00000398698,9606.ENSP00000410481,9606.ENSP00000498653	IFNG,BIRC3,NFKBIE,RPTOR,GATA1,TNF,LTB,DEK	0.00069	0.0142	IL-18 signaling pathway
WikiPathways	WP3959	4	55	9606	9606.ENSP00000258149,9606.ENSP00000264110,9606.ENSP00000372023,9606.ENSP00000478927	MDM2,ATF2,CHEK2,YAP1	0.00072	0.0144	DNA IR-double strand breaks and cellular response via ATM
WikiPathways	WP3982	3	24	9606	9606.ENSP00000258149,9606.ENSP00000372023,9606.ENSP00000441927	MDM2,CHEK2,SESN3	0.00082	0.016	miRNA regulation of p53 pathway in prostate cancer
WikiPathways	WP3527	4	58	9606	9606.ENSP00000239938,9606.ENSP00000368632,9606.ENSP00000405890,9606.ENSP00000448665	EGR1,GATA3,PBX1,DDIT3	0.00087	0.0165	Pre-implantation embryo
WikiPathways	WP481	6	159	9606	9606.ENSP00000239938,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000339527,9606.ENSP00000356832,9606.ENSP00000410402	EGR1,PIK3R3,GAB1,FOXO3,SGK1,MAP2K4	0.00098	0.0181	Insulin signaling
WikiPathways	WP5092	3	27	9606	9606.ENSP00000229135,9606.ENSP00000398568,9606.ENSP00000398698	IFNG,PRF1,TNF	0.0011	0.0203	Interactions of natural killer cells in pancreatic cancer
WikiPathways	WP2374	4	64	9606	9606.ENSP00000239938,9606.ENSP00000252818,9606.ENSP00000266970,9606.ENSP00000432511	EGR1,JUND,CDK2,JAK3	0.0012	0.0218	Oncostatin M signaling pathway
WikiPathways	WP45	4	64	9606	9606.ENSP00000258149,9606.ENSP00000262662,9606.ENSP00000266970,9606.ENSP00000378699	MDM2,CDKN2C,CDK2,CDK1	0.0012	0.0218	G1 to S cell cycle control
WikiPathways	WP4659	5	113	9606	9606.ENSP00000239938,9606.ENSP00000262741,9606.ENSP00000263464,9606.ENSP00000264110,9606.ENSP00000339527	EGR1,PIK3R3,BIRC3,ATF2,FOXO3	0.0013	0.0225	Gastrin signaling pathway
WikiPathways	WP3844	3	30	9606	9606.ENSP00000262741,9606.ENSP00000307272,9606.ENSP00000339527	PIK3R3,RPTOR,FOXO3	0.0015	0.0246	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities
WikiPathways	WP4204	3	31	9606	9606.ENSP00000316578,9606.ENSP00000320147,9606.ENSP00000332353	SUZ12,EZH2,PTCH1	0.0016	0.0263	Tumor suppressor activity of SMARCB1
WikiPathways	WP179	5	120	9606	9606.ENSP00000258149,9606.ENSP00000262662,9606.ENSP00000266970,9606.ENSP00000372023,9606.ENSP00000378699	MDM2,CDKN2C,CDK2,CHEK2,CDK1	0.0017	0.0273	Cell cycle
WikiPathways	WP3893	3	32	9606	9606.ENSP00000229135,9606.ENSP00000368632,9606.ENSP00000398698	IFNG,GATA3,TNF	0.0018	0.0275	Development and heterogeneity of the ILC family
WikiPathways	WP5088	3	32	9606	9606.ENSP00000229135,9606.ENSP00000324890,9606.ENSP00000398698	IFNG,CD28,TNF	0.0018	0.0275	Prostaglandin signaling
WikiPathways	WP4255	4	72	9606	9606.ENSP00000262741,9606.ENSP00000269571,9606.ENSP00000339527,9606.ENSP00000432511	PIK3R3,ERBB2,FOXO3,JAK3	0.0019	0.0278	Non-small cell lung cancer
WikiPathways	WP4553	3	33	9606	9606.ENSP00000316578,9606.ENSP00000320147,9606.ENSP00000333277	SUZ12,EZH2,H3C13	0.0019	0.0278	FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma
WikiPathways	WP5218	4	72	9606	9606.ENSP00000221972,9606.ENSP00000229135,9606.ENSP00000360181,9606.ENSP00000398698	CD79A,IFNG,SH2D1A,TNF	0.0019	0.0278	Extrafollicular and follicular B cell activation by SARS-CoV-2
WikiPathways	WP400	3	35	9606	9606.ENSP00000264110,9606.ENSP00000410402,9606.ENSP00000448665	ATF2,MAP2K4,DDIT3	0.0022	0.0317	p38 MAPK signaling pathway
WikiPathways	WP4877	3	35	9606	9606.ENSP00000264110,9606.ENSP00000410402,9606.ENSP00000448665	ATF2,MAP2K4,DDIT3	0.0022	0.0317	Host-pathogen interaction of human coronaviruses - MAPK signaling
WikiPathways	WP3915	5	131	9606	9606.ENSP00000262741,9606.ENSP00000307272,9606.ENSP00000339527,9606.ENSP00000410402,9606.ENSP00000441927	PIK3R3,RPTOR,FOXO3,MAP2K4,SESN3	0.0025	0.0339	Angiopoietin-like protein 8 regulatory pathway
WikiPathways	WP4630	5	135	9606	9606.ENSP00000262741,9606.ENSP00000266970,9606.ENSP00000324890,9606.ENSP00000364805,9606.ENSP00000432511	PIK3R3,CDK2,CD28,HSPA1L,JAK3	0.0028	0.0377	Measles virus infection
WikiPathways	WP3941	3	39	9606	9606.ENSP00000275015,9606.ENSP00000398698,9606.ENSP00000410402	NFKBIE,TNF,MAP2K4	0.003	0.0394	Oxidative damage response
WikiPathways	WP2840	4	87	9606	9606.ENSP00000229135,9606.ENSP00000242480,9606.ENSP00000262965,9606.ENSP00000368632	IFNG,EGR2,TCF3,GATA3	0.0036	0.0464	Hair follicle development: cytodifferentiation - part 3 of 3
WikiPathways	WP2857	5	146	9606	9606.ENSP00000279873,9606.ENSP00000321797,9606.ENSP00000368632,9606.ENSP00000405890,9606.ENSP00000478927	ARID5B,FGF8,GATA3,PBX1,YAP1	0.0039	0.0496	Mesodermal commitment pathway
